cluster_id,pipeline,n_records,record_ids,title,brand,description,price,priceCurrency
c85,baseline,16,"[""r852"", ""r853"", ""r854"", ""r855"", ""r856"", ""r857"", ""r900"", ""r901"", ""r902"", ""r903"", ""r904"", ""r905"", ""r1046"", ""r1047"", ""r1048"", ""r1049""]",hikvision ds-7332hqhi-k4 32 channel dvr turbo 4.0,hikvision,"key featuresh.265+/h.265/h.264+/h.264 encoding for the main streamself-adaptive hdtvi/hdcvi/ahd/cvbs signal inputfull channel recording at up to 4 mp lite resolution12.5fps recording on 1080phdmi output at up to 4k (3840 × 2160) resolutionalso includes 1 x bnc (cvbs) video outputlong transmission distance over coax cablesupport up to 16-ch synchronous playbackinternet & smart phone compatibledownloadmanufacturers spec sheet (pdf)compatibilityhd-tvi: any hikvision hd-tvi camera (below 4mp)ahd: any ahd cctv camera (below 4mp)analogue: any analogue cctv cameravideo / audio inputvideo compressionh.265 pro+/h.265 pro/h.265/h.264+/h.264analog and hd-tvi video input32ch; bnc interface (1.0vp-p, 75 ω)supported camera typessupport hdtvi input:4 mp, 3 mp, 1080p30, 1080p25, 720p60, 720p50, 720p30, 720p25 note: the 3 mp signal input is only available for channel 1/2/3/4.support ahd input:4 mp, 1080p25, 1080p30, 720p25, 720p30support hdcvi input: 1080p25, 1080p30, 720p25, 720p30support cvbs input:pal/ntscip video input8-ch (up to 40-ch) - up to 6mp - supports h.265+/h.265/h.264+/h.264 ip camerasaudio compressiong.711uaudio input / two-way audio in4-ch, rca (2.0 vp-p, 1 kω)video / audio outputcvbs output1-ch, bnc(1.0vp-p,75ω), resolution:pal:704x576hdmi / vga outputvga / hdmi-1: 1-ch, 1920 × 1080/60hz, 1280 × 1024/60hz, 1280 × 720/60hz, 1024 × 768/60hzhdmi-2: 1-ch, 4k (3840 × 2160)/30hz, 2k (2560 × 1440)/60hz, 1920 × 1080/60hz, 1280 × 1024/60hz, 1280 × 720/60hz, 1024 × 768/60hzencoding resolutionwhen 1080p lite mode not enabled: 4 mp lite/3 mp/1080p/720p/vga/wd1/4cif/cif;when 1080p lite mode enabled: 4 mp lite/3 mp/1080p lite/720p lite/vga/wd1/4cif/cifframe ratemain stream:when 1080p lite mode not enabled:for 4 mp stream access: 4 mp lite@15fps; 1080p lite/720p/wd1/4cif/vga/cif@25fps(p)/30fps (n)for 3 mp stream access: 3 mp/1080p/720p/vga/wd1/4cif/cif@15fpsfor 1080p stream access: 1080p/720p@15fps; vga/wd1/4cif/cif@25fps (p)/30fps (n)for 720p stream access: 720p/vga/wd1/4cif/cif@25fps (p)/30fps (n)when 1080p lite mode enabled:for 4 mp stream access: 4 mp lite@15fps; 1080p lite/720p lite/wd1/4cif/vga/cif@25fps (p)/30fps(n)for 3 mp stream access: 3 mp/1080p lite/720p lite/wd1/4cif/vga/cif@15fpsfor 1080p stream access: 1080p lite/720p lite/wd1/4cif/vga/cif@25fps (p)/30fps (n)for 720p stream access: 720p/wd1/4cif/vga/cif@25fps (p)/30fps (n)sub-stream:wd1/4cif@12fps; cif@25fps (p)/30fps (n)video bit rate32 kbps - 6 mbpsaudio output1-ch, rca (linear, 1kω)audio bit rate64 kbpsdual-streamsupportstream typevideo, video & audiosynchronous playback16chnetwork managementremote connections128network protocolstcp/ip, pppoe, dhcp, hik-connect, dns, ddns, ntp, sadp, nfs, iscsi, upnp™, https, onvifhard disksata4 sata interfacecapacityup to 10 tb capacity for each diskesatasupportexternal interfacenetwork interface1, rj45 10m/100m/1000m self-adaptive ethernet interfaceserial interfacers-232, rs-485 (full-duplex), keyboardusb interfacefront panel: 2 × usb 2.0rear panel: 1 × usb 3.0alarm in/out16/4generalpower supply100 to 240 vacconsumption (without hdd)max 45wworking temperature-10 °c ~ +55 °cworking humidity10% ~ 90%dimensions (w x h x d)440 x 390 x 70 mm weightapprox. 7kg",314.37602,gbp
c86,baseline,1,"[""r906""]",,,,,eur
c87,baseline,1,"[""r918""]",,,,,eur
c88,baseline,1,"[""r956""]",sony sel 35mm/f2.8 fe full frame,,,"€799,00",
c89,baseline,1,"[""r962""]","plaquettes - road disc, level a1 (17-19) -organic/steel",,,0,
c9,baseline,5,"[""r54"", ""r55"", ""r56"", ""r58"", ""r59""]",aaa replica omega seamaster diver 300m master co-axial watch 210.22.42.20.01.002,omega,"omega seamaster diver 300m 210.22.42.20.01.002 reviewthe omega seamaster diver seems to be the watch that will take the omega collections to greater limelight of luxurious timepieces. the omega seamaster diver celebrated its 30th anniversary in 2018. celebrations were marked by the release of more improved models of the watch. the omega seamaster diver 300m 210.22.42.20.01.002 is one of the upgraded versions of the model that has been released so far. the case of the omega seamaster diver 300m 210.22.42.20.01.002 has been increased by 1mm compared to its previous model. the model is encased in a 42 mm of the legendary omega sedna rose gold. this is combined with stainless steel which surrounds the black dial which is a laser-engraved wave. the case is water resistance up to 300 meters / 1000 feet (30bars). on the sides of the case, you will notice that the watch is equipped with scratch-resistant sapphire crystals.the anti-glare coated sapphire crystals are domed in shape. this is a very important feature for clearer legibility, due to the delicate coating the watch requires attention. the case looks very elegant with the satin-brushed finish. the thickness of the omega seamaster diver 300m 210.22.42.20.01.002 model is 13.5mm. the watch has a crown protector that is polished, and carefully tucked in between is a gold crown. another notable feature is the satin-brushed finish found on the sedna gold bezel, it creates a wonderful contrast to the glossy polish done on the ceramic. this model of omega seamaster diver watch has a bi-color concept. the concept has been smartly expressed by omega in several accents. all these accents have been created by the sedna™ gold (18k pink gold alloy) which is patented by omega. the alloy brings sportiness and more heat to the dial of the watch. in addition to that, the alloy has been used to fill the symbols which are located on the black ceramic bezel. the watch is manually controlled by the helium release valve located at the 10 o’clock sign. the helium release valve happens to be a signature feature of the omega seamaster diver 300m. however, there are some watches in the market which have the same water resistance level of 30 bars but don’t have the helium release valve. omega has maintained this feature in this model since it was present in the very first model of the omega seamaster diver 300m. the other additional feature of the helium release valve is that it can be opened and closed safely underwater.the dial has the legendary wave’s design which was seen in the original model but got lost in the previous updates of the model. the waves are a little different than the ones on the first model of omega seamaster diver. with this seamaster diver 300m model, the waves are laser engraved and are located on the polished ceramic dials. the dial has been made of polished ceramic and comes in a variety of colors: pvd chrome color, black or blue. at 6 o’clock you find the date aperture instead of 3 o’clock. the black date disc has a white print. close to the aperture you will find a smaller hour index. the lume color on the dial is pretty amazing. the hour indices are blue, the bezel is green, and so is the minute hand. the watch is powered by omega’s caliber 8800 internal movement. this is the very first-time omega is using an in house movement, all the previous models used the caliber 2500. the movement is certified as a master chronometer and very solid. the movement guarantees high accuracy ranging from +0 to +5 seconds daily. the timepiece comes both in rubbers tarps and steel bracelets. the ones with steel bracelets are more costly than the rubber strapped ones. the 210.22.42.20.01.002 model has rubbers straps. the rubber straps are much softer and supple compared to the previous rubber straps used by omega. instead of a folding buckle, omega included a normal buckle in this watch model. the buckle has an amazing finish and is signed omega. unlike the 1990s models’ rubber straps, these straps lack the double ridged feature. the watch has the following specifications:➢ stainless steel and sedna (18-carat rose gold) case.➢ the case has a diameter of 42mm, and thickness: 13.5mm➢ sapphire crystals➢ sapphire case back➢ 300 meters of water resistance ➢ rubber strap with a stainless steel buckle.the omega 210.22.42.20.01.002 model is a wonderful piece that can be worn during both official and casual events. visit exquisite timepieces to get your omega seamaster diver 300m 210.22.42.20.01.002 at an affordable price. the watch retails at around $5000. in addition to that, you can find reviews of other luxurious watches in the market. they also have the latest luxury watch arrivals and are the leading provider of luxury timepieces in the market.",38900,usd
c90,baseline,1,"[""r981""]",,,,,myr
c91,baseline,1,"[""r982""]",,,"mastercase h500m tempered glass, no psu, e-atx, iron grey, mid tower case",,usd
c92,baseline,1,"[""r1038""]",,,,,eur
c93,baseline,1,"[""r1044""]",,,,,aed
c94,baseline,1,"[""r1045""]",,,,,xof
c95,baseline,1,"[""r1058""]",ubiquiti networks uap-ac-m-pro 1300mbit/s power over ethernet (poe) wit wlan toegangspunt,,,1.00895e3,
c96,baseline,2,"[""r1065"", ""r1256""]",spd sl cleats - pair - self aligning / black & yellow,,,15.99,gbp
c97,baseline,1,"[""r1068""]",,,,,eur
c98,baseline,1,"[""r1069""]",,,pen drive 64gb datatraveler se9 g2 usb 3.0 (metal casing),,eur
c99,baseline,1,"[""r1089""]",,,,,sek
