cluster_id,pipeline,n_records,record_ids,title,brand,description,price,priceCurrency,used_llm_fusion
c44,llm_assisted,1,"[""r301""]",garmin watch - fēnix® 5 - slate gray with black band (47mm),,"get more from your workout with less on your wristpremium smaller-sized (42 mm) multisport gps watch with elevate™ wrist heart rate technology¹preloaded activity profiles for all of your sports and adventuresput key stats at your fingertips with the performance widget that shows the effects and progress of your workoutsconnected features² include smart notifications, automatic uploads to garmin connect™ online fitness community and personalization through free watch faces and apps from our connect iq™ storeoutdoor sensors, including gps and glonass satellite reception and 3-axis compass with gyroscope and barometric altimeterbattery life: up to 9 days in smartwatch mode (depending on settings), up to 14 hours in gps mode or up to 35 hours in ultratrac™ battery saver modefor serious athletes and adventurers who want to do more, not wear more – fēnix 5s is the perfect fit. it’s our premium multisport watch that offers full-size performance in a lighter, sleeker, more compact design. so you can beat yesterday with advanced features such as wrist-based heart rate¹, built-in activity profiles, navigation functions, and performance metrics that measure the effectiveness of your workout. it’s one smart sport watch you can comfortably wear anywhere – office or outback – to keep pace with your active lifestyle.striking design, strong performanceathletes and adventurers come in all sizes. that’s why the fēnix 5 series offers multiple models that vary in size to fit every wrist and every workout. each version offers a variety of stainless steel finishes, quickfit™ watch band combinations and premium feature sets to give you the look, performance and lightweight comfort to match both your aesthetic and athletic interests.dual navigation networksevery fēnix 5 series watch features advanced gps and glonass satellite reception to track in more challenging environments than gps alone. you can count on long battery life in each mode of operation (varies by model, depending on settings). and for go-anywhere confidence, all fēnix 5 versions are water-rated to 100 meters.outstanding readability on the runa bright, high-resolution, full-color garmin chroma display™ with led backlighting assures great readability in all ambient conditions. transflective technology that reflects and transmits light at the same time enables the watch face to become even more readable under intense sunlight.sapphire editions feature a scratch-resistant sapphire lens and are also wi-fi®-enabled so your watch can connect to your wireless network and automatically send activity uploads for sharing on garmin connect.wrist-based heart rateon your wrist, elevate wrist heart rate technology lets you monitor your heart rate without wearing a chest strap. in addition to counting steps and monitoring sleep, the watch uses heart rate to provide calories burned information and quantify the intensity of your fitness activities.match your style with interchangeable watchbandsa selection of quickfit bands in your choice of premium leather, metal or silicone makes it easy to mix and match styles to go with any sport or activity. no tools are required to make the transformation. just swap, click and go.advanced performance metricsevery fēnix 5s watch is packed with sophisticated training features to help monitor your form and performance³. enhanced readouts for training status and training effect show aerobic and anaerobic benefits of your workout – so you can see how your workouts are paying off and even compare results with your peers.the vo2 max estimator crunches data, including your running speed, beats per minute and heart rate variability, to estimate the maximum volume of oxygen you can consume per minute.and other fitness metrics include recovery advisor with a recovery timer and recovery check, plus a race predictor that estimates your ideal finish time based on your current vo2 max number.advanced running dynamicsnow you can go further with your running data. garmin training features that tap into extended physiological metrics and advanced running dynamics¹ can help improve your form and overall performance. these include:performance condition: after running for 6-20 minutes, fēnix 5s compares your real-time condition to your average fitness levelslactate threshold: through analysis of your pace and heart rate, fēnix 5s estimates the point where your muscles start to rapidly fatiguecadence — number of steps per minutestride length — shows your stride length in real timewant more? by pairing your watch with a compatible heart rate chest strap such as the hrm-run™, you can access these additional fēnix 5s metrics³:vertical oscillation and ratio — the degree of 'bounce' in your running motion and the benefit ratio to stride lengthground contact time and balance — shows how much time, in the running motion, your foot is on the ground rather than in flight and lets you check your running symmetrystress score: fēnix 5s measures your heart rate variability while standing still, for 3 minutes, to provide you with an estimated stress level. the scale of this is 1 to 100; low scores indicate lower stress levelsswim profiles, skiing, paddle sports, golf and morebeyond their running functions, fenix 5 watches also offer special feature sets to help with swim training, skiing, golfing and paddle sports, including stand-up paddle boarding and rowing.for swimmers, the device tracks your distance, pace, stroke count and more. ski/board mode puts speed, distance, vertical drop and an automatic run counter (with auto pause for the lift line) and more at your fingertips.the feature set for paddle sports includes stroke count, stroke rate and even distance per stroke. golf mode gives you yardage to the front, back and middle of the green for any single course you’ve downloaded from garmin connect – and also adds enhancements such as stat tracking (fairways hit, etc.), green view, autoshot detection and auto measure.navigate the great outdoors, your wayeach model in the fēnix 5 series provides comprehensive navigation and tracking to guide you on and off the beaten path using gps plus abc (altimeter, barometer and compass) sensor capabilities. the built-in altimeter provides elevation data to accurately monitor ascent and descent, while the barometer can be used to predict weather changes by showing short-term trends in air pressure.the 3-axis electronic compass keeps your bearing, whether you’re moving or not. in addition, there’s an internal gyroscope to help improve position accuracy (and battery life) in ultratrac mode – as well as a thermometer to help you monitor changing weather conditions.so many ways to stay connectedall fēnix 5 series models can support smart notifications when paired with a compatible device. receive emails, texts and alerts right on your watch – whether you're on the trail, on the golf course or simply away from your desk. other connected features include automatic uploads to our garmin connect online fitness community, live tracking and social media sharing through our free garmin connect and garmin connect™ mobile applications.custom apps and watch facesyou can customize your fēnix 5s watch with free downloads from our connect iq store. change your watch face, add data fields or get apps and widgets for information at a glance.",599.99,usd,0
c45,llm_assisted,1,"[""r302""]",garmin slate gray fēnix® 5 with black band (watch only),,"beat yesterday all day, every day. fēnix 5 is the premium multisport gps watch with wrist-based heart rate¹, advanced fitness features and interchangeable bands that let you go from workplace to workout without breaking stride. whatever sport you want to track, fēnix 5 has it covered, thanks to built-in activity profiles and performance metrics plus smart notifications².striking design, strong performanceathletes and adventurers come in all sizes. that’s why the fēnix 5 series offers multiple models that vary in size to fit every wrist and every workout. each version offers a variety of stainless steel finishes, quickfit® watch band combinations and premium feature sets to give you the look, performance and lightweight comfort to match both your aesthetic and athletic interests.dual navigation networksevery fēnix 5 series watch features advanced gps and glonass satellite reception to track in more challenging environments than gps alone. you can count on long battery life in each mode of operation (varies by model, depending on settings). and for go-anywhere confidence, all fēnix 5 versions arewater-rated to 100 meters .outstanding readability on the runa bright, high-resolution, full-color garmin chroma display™ with led backlighting assures great readability in all ambient conditions. transflective technology that reflects and transmits light at the same time enables the watch face to become even more readable under intense sunlight. sapphire editions feature a scratch-resistant sapphire lens and are also wi-fi®-enabled so your watch can connect to your wireless network and automatically send activity uploads for sharing on garmin connect.wrist-based heart rate¹on your wrist, elevate wrist heart rate technology lets you monitor your heart rate without wearing a chest strap. in addition to counting steps and monitoring sleep, the watch uses heart rate to provide calories burned information and quantify the intensity of your fitness activities.match your style with interchangeable watch bandsa selection of quickfit bands in your choice of premium leather, metal or silicone makes it easy to mix and match styles to go with any sport or activity. no tools are required to make the transformation. just swap, click and go.monitor your performance, training and recoveryjust how effective is your current training plan? fēnix 5 will help you monitor your training and recovery so you can better prepare for a race or training cycle.training statusis a new performance monitoring tool that automatically evaluates your recent exercise history and performance indicators to let you know if you’re training productively, peaking or overreaching. the newanaerobic training effectmetric opens a window of insight to a critical dimension of training, telling you how your training is improving your ability to push the limits. you can even view your overalltraining load , which measures your exercise volume from the last 7 days and compares it to the optimal range for your fitness and recent training history.analyze your techniquewe’re making it easier to get the data you need to improve your form. let fēnix 5 measure crucial running metrics² that you can use to analyze your performance. biomechanical measurements such ascadence ,stride length ,ground contact time and balance ,vertical oscillationandvertical ratioare the key to understanding your form so you can bring your best on race day. these metrics are available with the addition of a compatible heart rate strap² or the compact running dynamics pod, which clips right onto your waistband. also, take advantage of feature sets to help with cycling and even swim training. in the water, fēnix 5 will track your distance, pace, stroke count and more.swim profiles, skiing, paddle sports, golf and morebeyond their running functions, fenix 5 watches also offer special feature sets to help with swim training, skiing, golfing and paddle sports, including stand-up paddle boarding and rowing. for swimmers, the device tracks your distance, pace, stroke count and more. ski/board mode puts speed, distance, vertical drop and an automatic run counter (with auto pause for the lift line) and more at your fingertips. the feature set for paddle sports includes stroke count, stroke rate and even distance per stroke. golf mode gives you yardage to the front, back and middle of the green for any single course you’ve downloaded fromgarmin connect– and also adds enhancements such as stat tracking (fairways hit, etc.), green view, autoshot detection and auto measure.navigate the great outdoors, your wayevery fēnix 5 model provides comprehensive navigation and tracking to guide you on and off the beaten path using gps plus abc (altimeter, barometer and compass) sensor capabilities. the built-in altimeter provides elevation data to accurately monitor ascent and descent, while the barometer can be used to predict weather changes by showing short-term trends in air pressure. the 3-axis electronic compass keeps your bearing, whether you’re moving or not. in addition, there’s an internal gyroscope to help improve position accuracy (and battery life) in ultratrac mode.so many ways to stay connectedsmart notifications² through fēnix 5 let you receive emails, texts and alerts right on your watch – whether you're on the trail, on the golf course or simply away from your desk. other connected features include automatic uploads to our garmin connect online fitness community, live tracking and social media sharing through our free garmin connect andgarmin connect™ mobileapplications.custom apps and watch facesyou can customize any fēnix 5 series watch with free downloads from ourconnect iq store . change your watch face, add data fields or get apps and widgets for information at a glance.garmin is continually working with top companies and developers to build partnerships that add even more value to your fēnix multisport watch. names such as uber, strava, accuweather and many others offer apps and enhancements that let you tailor your fēnix 5 to fit your lifestyle in more ways than ever.wear your personality on your sleeveyou can also download the freegarmin face it ™ watch face app to customize your fēnix with any photo from your smartphone. just download the app, choose an image from your photo library, adjust the style for time and set it as your watch’s face. whether it’s a scenic view from your last hike or a picture of your new puppy, with garmin you can add personality to your watch that’s uniquely you.running poweradd power data to your training by downloading ourrunning power appfrom theconnect iq™ storeonto your compatible watch. developed by garmin labs, the running power app taps into metrics — such as pace, vertical oscillation, grade and even local wind conditions — to determine the amount of power you’re applying at the ground as you run. when you know how much power you’re expending from minute to minute and mile to mile, you’re better able to pace yourself, which can help keep you from tiring out too quickly. the best news? if you already own the right garmin devices, adding power to your run is free. all you need is a fēnix® 5 and 1 of these 3 accessories:hrm-run™ ,hrm-tri™or therunning dynamics pod .learn more .",749.00,aud,0
c46,llm_assisted,1,"[""r331""]",tp-link tl-sf1024switch - 24 ports,,"tp-link 24-port 10/100 switch 19\""-rack",48.78,gbp,0
c47,llm_assisted,1,"[""r332""]","switch rack tp-link/24ptos fast/save energy 40%/19""/tl-sf1024",,"tp-link/24ptos fast/save energy 40%/19""",1159.5,mxn,0
c48,llm_assisted,1,"[""r345""]",western digital blue 3d 2048gb 2.5 serial ata iii,,"wd blue ssd 2tb 2,5inch 7mm",237.73,eur,0
c49,llm_assisted,3,"[""r360"", ""r1141"", ""r1145""]","brother originál ink lc-1280xlm, magenta, 1200str., high capacity, brother mfc-j6910dw lc1280xlm",,lc225xlm cart.ink.magenta mfcj4620,15.57,eur,1
c5,llm_assisted,16,"[""r12"", ""r13"", ""r14"", ""r15"", ""r16"", ""r17"", ""r978"", ""r979"", ""r980"", ""r983"", ""r1740"", ""r1741"", ""r1742"", ""r1743"", ""r1744"", ""r1745""]",cooler master masterliquid ml120r rgb all-in-one watercooler,coolermaster,"120mm, 4-pin pwm, up to 2000rpm, up to 30dba, argb fans, 2 year warranty",101.99,eur,1
c50,llm_assisted,18,"[""r366"", ""r367"", ""r368"", ""r369"", ""r370"", ""r371"", ""r924"", ""r925"", ""r926"", ""r927"", ""r928"", ""r929"", ""r1782"", ""r1783"", ""r1784"", ""r1785"", ""r1786"", ""r1787""]",tissot black dial seastar 1000 chronograph watch,tissot,seastar ss bw blk dl chrn,472.50,eur,1
c51,llm_assisted,1,"[""r372""]",wd red 1tb nas mobilehard disk drive - intellipower sata 6 gb/s 16mb cache 2.5 inch - wd10jfcx,,wd red 1tb nas mobilehard disk drive - intellipower sata 6 gb/s 16mb cache 2.5 inch - wd10jfcx,72.70,gbp,0
c52,llm_assisted,1,"[""r373""]",wd red 2.5 1tb sata3 nas (mb),,,"118,89 €",eur,0
c53,llm_assisted,1,"[""r374""]","1tb red wd10jfcx, 5400 rpm, sata 6gb/s, 16mb cache, 2.5-inch hdd",,"1tb red wd10jfcx, 5400 rpm, sata 6gb/s, 16mb cache, 2.5-inch hdd",82.31,usd,0
c54,llm_assisted,1,"[""r375""]",wd red 1tb 5400obr. 16mb,,,369,pln,0
c55,llm_assisted,1,"[""r376""]",hdd wd red mobile 1tb (wd10jfcx),,,81.29,eur,0
c56,llm_assisted,11,"[""r384"", ""r385"", ""r386"", ""r387"", ""r388"", ""r389"", ""r1170"", ""r1171"", ""r1172"", ""r1173"", ""r1174""]",cardrona hydroflask 21oz standard mouth,cardrona,"your perfect travel companion.keep life moving with the 21 oz bottle and standard flex cap. it stashes easily into a small shoulder bag, your pack’s side pocket, or your car cup holder, and holds enough ice cold goodness to keep you going for hours without weighing you down.product benefitsversatile, middle-of-the-road sizetempshieldtminsulation eliminates condensation and keeps beverages cold up to 24 hours and hot up to 12 hoursdurable 18/8 pro-grade stainless steel constructionbpa-free and phthalate-freecompatible with the standard mouth insulated sports caplifetime warranty",69.0,nzd,1
c57,llm_assisted,1,"[""r395""]","apple airpods pro, kopfhrer - eu",,,,,0
c58,llm_assisted,23,"[""r420"", ""r421"", ""r422"", ""r423"", ""r424"", ""r425"", ""r654"", ""r655"", ""r656"", ""r657"", ""r658"", ""r659"", ""r786"", ""r787"", ""r788"", ""r790"", ""r791"", ""r1554"", ""r1555"", ""r1556"", ""r1557"", ""r1558"", ""r1559""]","maxxis aggressor tire - 29 x 2.5, folding, tubeless, black, dual, exo, wide trail",maxxis,"dual-compoundexcellent all-around performancetubeless ready (tr)wide trail (wt) casing is optimized for 30-35mm inner width rimsthe aggressor is designed for high-speed modern mountain bike trails. advanced knob shaping creates extra gripping edges, and reinforced side knobs offer enhanced stability when cornering at speed. an all-around trail tire excelling on everything from loose cross country race courses to heavy all-mountain riding.",122.00,cad,1
c59,llm_assisted,1,"[""r428""]","epson (t1285) multipack róka (t1281,t1282,t1283,t1284) c13t12854010",,,15999,huf,0
c6,llm_assisted,125,"[""r18"", ""r19"", ""r20"", ""r21"", ""r22"", ""r23"", ""r96"", ""r97"", ""r98"", ""r99"", ""r100"", ""r101"", ""r150"", ""r151"", ""r152"", ""r153"", ""r154"", ""r155"", ""r246"", ""r248"", ""r249"", ""r250"", ""r251"", ""r276"", ""r278"", ""r279"", ""r280"", ""r281"", ""r612"", ""r613"", ""r614"", ""r615"", ""r617"", ""r618"", ""r619"", ""r620"", ""r621"", ""r622"", ""r623"", ""r792"", ""r793"", ""r794"", ""r795"", ""r796"", ""r797"", ""r810"", ""r811"", ""r813"", ""r815"", ""r828"", ""r830"", ""r831"", ""r832"", ""r833"", ""r870"", ""r871"", ""r872"", ""r873"", ""r874"", ""r875"", ""r882"", ""r883"", ""r884"", ""r885"", ""r886"", ""r887"", ""r1182"", ""r1183"", ""r1184"", ""r1185"", ""r1186"", ""r1187"", ""r1230"", ""r1231"", ""r1232"", ""r1233"", ""r1234"", ""r1235"", ""r1278"", ""r1279"", ""r1280"", ""r1281"", ""r1282"", ""r1283"", ""r1386"", ""r1387"", ""r1388"", ""r1389"", ""r1390"", ""r1391"", ""r1440"", ""r1441"", ""r1442"", ""r1443"", ""r1444"", ""r1445"", ""r1452"", ""r1453"", ""r1454"", ""r1455"", ""r1456"", ""r1457"", ""r1602"", ""r1603"", ""r1604"", ""r1605"", ""r1606"", ""r1607"", ""r1614"", ""r1615"", ""r1616"", ""r1618"", ""r1619"", ""r1638"", ""r1639"", ""r1640"", ""r1641"", ""r1642"", ""r1643"", ""r1764"", ""r1765"", ""r1766"", ""r1767"", ""r1768"", ""r1769""]",asus scheda madre tuf gaming x570-plus (wi-fi) amd,asus,"tuf gaming x570-plus (wi-fi) distills the essential elements of the latest amd platform and combines them with game-ready features and proven durability. engineered with military-grade components, upgraded power solutions and a comprehensive set of cooling options, these motherboards deliver rock-solid performance with unwavering gaming stability.when you build with a tuf gaming motherboard, you also benefit from the tuf gaming alliance — an asus collaboration with trusted industry partners that ensures easier building, the best compatibility, and complementary aesthetics from components to case.rock-solid performancewith upgraded power delivery and comprehensive cooling options to fuel amd\\'s latest cpus, plus support for faster memory and storage, tuf gaming x570-plus (wi-fi) is the perfect foundation for your next high-core-count amd battle rig.easy pc diytuf gaming motherboards are designed to be easy to set up and configure just the way you want, even for first-time builders. from the tuf gaming alliance ecosystem that makes compatibility and part-picking easy to a one-stop software portal for all your configurations, tuf gaming motherboards give you everything you need to build your dream gaming rig without adding complexity.immersive gamingtuf gaming x570-plus (wi-fi) provides a complete, high-performance gaming package with a long list of features to improve your experience, including ultrafast networking for smoother online gameplay, pristine audio with positional cues for fps gaming, and onboard rgb lighting that syncs with attached accessories to help you create a personalized gaming atmosphere.",78235,gbp,1
c60,llm_assisted,1,"[""r431""]",epson t1285 multipack standard capacity patronok (eredeti),,kompatibilis:,16257,,0
c61,llm_assisted,5,"[""r444"", ""r445"", ""r446"", ""r448"", ""r449""]",seagate - backupplus slim 11.7mm 1tb hdd usb 3.0/2.0 compatible with windows and mac black,,textured metal finish fits in with modern lifestyle elements.,99.99,nzd,1
c62,llm_assisted,1,"[""r447""]",seagate backup plusexternal hard drive 1000 gb black,,"the good things add upthink about it. photos, movies, documents. phones, tablets, laptops. your digital world is made of many parts that add up fast. because we believe that managing all these files, across all these devices, should be easy and not a burden, we designed a family of premium portable hard drives to help you balance things out.high capacity. stellar stylerefined and understated. cozy and textured. backup plus comes in an array of styles made to compliment your signature look. and whether you’re storing yearly tax documents or ever-growing collections of high-res photos, capacity won’t be an issue.usb-c, usb 3.0 readyfrom the latest usb-c laptops to legacy usb 3.0/2.0 computers, our three external backup plus hard drives offer various interface compatibilities so that you can choose what’s right for you. and they all work with windows® and mac® out of the box.advanced data securitybackup plus hard drives go above and beyond to help keep your file folders secure with time-tested reliability and password protection through hardware encryption — the same standard used by the u.s. government and global intelligence agencies.convenient backupmaybe you’re diligent about backup. maybe you’re a pro at putting it off until tomorrow. whatever your style, backup plus portable drives offer an array of easy-to-use software tools.back up on demand with one clickschedule automatic hourly, daily, weekly, or monthly backups.mirror folders for seamless file management.edit photos with adobe creative cloudeasily edit, organise, store, and share your full-resolution photos from anywhere with a two-month complimentary membership to adobe creative cloud photography plan.1 edit photos with the powerful and easy-to-use interface of lightroom cc and combine images into rich, multilayered artwork with photoshop cc. * please note all prices quoted are excluding vat",67,gbp,0
c63,llm_assisted,5,"[""r450"", ""r451"", ""r452"", ""r453"", ""r454""]",apc by schneider electric apcrbc133 replacement battery 133,,"tested and approved to restore the performance of your apc ups. it maintains ups safety certifications (ul, vde, and csa) and lifetime equipment protection policy (as applicable). it designed by apc by schneider electric exclusively for apc ups's for complete compatibility with the intelligent battery management system.",227.42,usd,1
c64,llm_assisted,1,"[""r455""]",apc apcrbc133 sealed lead acid (vrla),,"apc apcrbc133, sealed lead acid (vrla), 1 pc(s), black, 432 vah, 5 year(s), reach no svhcs",0.0,eur,0
c65,llm_assisted,1,"[""r456""]",brother lc-1220bk ink cartridge for dcp-j525w/dcp-j725dw/dcp-j925dw/mfc-j430w,,,37.00,bgn,0
c66,llm_assisted,1,"[""r461""]",originele inkjetcartridge brother lc1220bk zwart,,,15.21,eur,0
c67,llm_assisted,1,"[""r464""]","epson t7012 patron cyan 3,4k (eredeti)",,,14291,,0
c68,llm_assisted,36,"[""r480"", ""r481"", ""r482"", ""r483"", ""r484"", ""r485"", ""r1134"", ""r1135"", ""r1136"", ""r1137"", ""r1138"", ""r1139"", ""r1308"", ""r1309"", ""r1310"", ""r1311"", ""r1312"", ""r1313"", ""r1314"", ""r1315"", ""r1316"", ""r1317"", ""r1318"", ""r1319"", ""r1356"", ""r1357"", ""r1358"", ""r1359"", ""r1360"", ""r1361"", ""r1590"", ""r1591"", ""r1592"", ""r1593"", ""r1594"", ""r1595""]",new era 9forty new york yankees baseball cap - mlb league basic - navy blue,new era,"the new era 9forty is an structured, adjustable cap with an embroidered new york yankees logo on a navy blue cap. the new era® flag is embroidered on the left side of the cap. the six panel cap features breathable eyelets with a curved visor and button at top. the open back has an adjustable cotton strap with metal buckle so the hat fits many sizes. the cap is 100% cotton.hat details:made of 100% cotton3d embroidery on the frontnew era flag embroidered on the leftadjustable metal buckle at the backplease note this is a very dark navyhat sizing info:adjustable - cotton back with buckle allows most sizes to fits comfortably. can fit 55m to 61cm comfortably. that means it will fit from small to xl.",25,eur,1
c69,llm_assisted,22,"[""r504"", ""r505"", ""r507"", ""r508"", ""r509"", ""r672"", ""r673"", ""r674"", ""r675"", ""r676"", ""r677"", ""r1338"", ""r1339"", ""r1340"", ""r1341"", ""r1342"", ""r1343"", ""r1674"", ""r1676"", ""r1677"", ""r1678"", ""r1679""]",logitech brio ultra hd pro 4k with hdr webcam,logitech,"logitech brio ultra hd pro 4k webcam with rightlight 3 with hdr, 5x digital zoom, infrared facial recognition",235.63,eur,1
c7,llm_assisted,289,"[""r24"", ""r25"", ""r26"", ""r27"", ""r28"", ""r29"", ""r49"", ""r50"", ""r51"", ""r52"", ""r53"", ""r78"", ""r79"", ""r80"", ""r81"", ""r82"", ""r83"", ""r90"", ""r91"", ""r92"", ""r93"", ""r94"", ""r95"", ""r116"", ""r117"", ""r118"", ""r120"", ""r121"", ""r122"", ""r123"", ""r124"", ""r125"", ""r156"", ""r157"", ""r158"", ""r159"", ""r160"", ""r161"", ""r168"", ""r169"", ""r170"", ""r171"", ""r172"", ""r173"", ""r186"", ""r187"", ""r188"", ""r189"", ""r190"", ""r191"", ""r204"", ""r205"", ""r206"", ""r207"", ""r208"", ""r209"", ""r234"", ""r235"", ""r237"", ""r238"", ""r239"", ""r258"", ""r259"", ""r260"", ""r261"", ""r262"", ""r282"", ""r284"", ""r285"", ""r286"", ""r287"", ""r342"", ""r343"", ""r344"", ""r346"", ""r347"", ""r377"", ""r402"", ""r403"", ""r404"", ""r405"", ""r406"", ""r407"", ""r414"", ""r415"", ""r416"", ""r417"", ""r418"", ""r419"", ""r510"", ""r511"", ""r512"", ""r514"", ""r515"", ""r528"", ""r529"", ""r530"", ""r531"", ""r533"", ""r534"", ""r535"", ""r536"", ""r537"", ""r538"", ""r546"", ""r547"", ""r548"", ""r549"", ""r550"", ""r551"", ""r564"", ""r565"", ""r566"", ""r567"", ""r568"", ""r569"", ""r744"", ""r745"", ""r746"", ""r747"", ""r748"", ""r749"", ""r774"", ""r775"", ""r776"", ""r777"", ""r778"", ""r779"", ""r780"", ""r781"", ""r782"", ""r783"", ""r784"", ""r785"", ""r804"", ""r805"", ""r806"", ""r807"", ""r808"", ""r809"", ""r816"", ""r817"", ""r818"", ""r820"", ""r821"", ""r841"", ""r966"", ""r967"", ""r968"", ""r969"", ""r970"", ""r971"", ""r1014"", ""r1015"", ""r1016"", ""r1018"", ""r1019"", ""r1039"", ""r1040"", ""r1041"", ""r1042"", ""r1043"", ""r1070"", ""r1071"", ""r1072"", ""r1073"", ""r1146"", ""r1147"", ""r1149"", ""r1151"", ""r1194"", ""r1195"", ""r1196"", ""r1197"", ""r1198"", ""r1199"", ""r1212"", ""r1213"", ""r1214"", ""r1215"", ""r1216"", ""r1217"", ""r1248"", ""r1249"", ""r1250"", ""r1251"", ""r1252"", ""r1253"", ""r1260"", ""r1261"", ""r1262"", ""r1264"", ""r1265"", ""r1266"", ""r1267"", ""r1268"", ""r1269"", ""r1270"", ""r1271"", ""r1344"", ""r1345"", ""r1346"", ""r1347"", ""r1348"", ""r1349"", ""r1350"", ""r1351"", ""r1352"", ""r1353"", ""r1354"", ""r1355"", ""r1398"", ""r1399"", ""r1400"", ""r1401"", ""r1402"", ""r1403"", ""r1410"", ""r1411"", ""r1412"", ""r1413"", ""r1414"", ""r1415"", ""r1464"", ""r1465"", ""r1467"", ""r1468"", ""r1469"", ""r1476"", ""r1477"", ""r1478"", ""r1479"", ""r1480"", ""r1481"", ""r1486"", ""r1494"", ""r1495"", ""r1496"", ""r1497"", ""r1498"", ""r1499"", ""r1530"", ""r1531"", ""r1532"", ""r1533"", ""r1534"", ""r1535"", ""r1542"", ""r1543"", ""r1544"", ""r1545"", ""r1546"", ""r1547"", ""r1548"", ""r1549"", ""r1550"", ""r1551"", ""r1552"", ""r1553"", ""r1578"", ""r1579"", ""r1583"", ""r1626"", ""r1627"", ""r1628"", ""r1629"", ""r1630"", ""r1631"", ""r1662"", ""r1663"", ""r1665"", ""r1666"", ""r1667"", ""r1668"", ""r1669"", ""r1670"", ""r1671"", ""r1672"", ""r1673"", ""r1692"", ""r1694"", ""r1696"", ""r1697"", ""r1794"", ""r1795"", ""r1796"", ""r1797"", ""r1798"", ""r1799""]",samsung m.2 ssd 1tb 970 evo nvme,samsung,samsung 970 evo series - 1tb pcie nvme - m.2 internal ssdretail pack,189.99,gbp,1
c70,llm_assisted,1,"[""r506""]","brio 4k ultra hd webcam, black",,logitech brio 4k ultra hd webcam - nettkamera - farge - 4096 x 2160 - lyd - usb,2.697e3,nok,0
c71,llm_assisted,1,"[""r513""]",ddr3 hyperx fury black - 4 go 1600 mhz cas 10,,mémoire ddr3 - pc-12800 - low-profile,28.99,eur,0
c72,llm_assisted,1,"[""r516""]",sram guide trail brake pad,,descriptiongenuine replacement pads for sram guide / avid elixer trail brakes. available in a variety of options to ensure you can get the right braking surface for your riding.specifications﻿genuine replacement sram pads,34.95,aud,0
c73,llm_assisted,1,"[""r519""]",sram trail/guide/ g2 disc brake pads,,"sram brake pads suitable for the sram x.0 trail/guide disc brake. the sintered brake pads offer a more powerful braking performance on long downhills, whereas the organic brake pads have a lower noise level and offer better braking power modulation.compatibility (four-piston brakes):· avid x0/x9/x7 trail brakes· sram guide r/rs/rsc· sram guide ultimate · backing plate: steel· 2 pcs incl spring, bolt and split pin",13.95,eur,0
c74,llm_assisted,12,"[""r522"", ""r523"", ""r524"", ""r525"", ""r526"", ""r527"", ""r1644"", ""r1645"", ""r1646"", ""r1647"", ""r1648"", ""r1649""]",audio-technica ath-m50x professional monitor closed over-ear headphones - black,audio technica,"audio technica ath m 50x studio, flat response, closed-cup headphonessuperb soundincredibly comfortableexcellent noise rejectionas the most critically acclaimed model in the m-series line, the ath-m50 is praised by top audio engineers and pro audio reviewers year after year. now, the ath-m50x professional monitor headphones feature the same coveted sonic signature, with the added feature of detachable cables. from the large aperture drivers, sound isolating earcups and robust construction, the m50x provides an unmatched experience for the most critical audio professionals. more about the m-series headphones critically acclaimed m-series professional monitor headphones deliver accurate audio and outstanding comfort, perfect for long sessions in the studio and on the go. contoured earcups seal tight for excellent sound isolation, with minimal bleed. and the pro-grade materials are durable, yet comfortable. find out why online reviewers, top audio engineers, and cult followers agree, m-series is an unmatched combination of audio and build-quality that gets the job done. hour after hour, year after year.critically acclaimed sonic performance praised by top audio engineers and pro audio reviewersproprietary 45 mm large-aperture drivers with rare earth magnets and copper-clad aluminum wire voice coilsexceptional clarity throughout an extended frequency range, with deep, accurate bass responsecircumaural design contours around the ears for excellent sound isolation in loud environments90° swiveling earcups for easy, one-ear monitoringprofessional-grade earpad and headband material delivers more durability and comfortcollapsible for space-saving portabilitydetachable cables (includes 1.2 m - 3.0 m coiled cable, 3.0 m straight cable and 1.2 m straight cable)top choice for studio tracking and mixing, as well as dj monitoring and personal listening",228.99,usd,0
c75,llm_assisted,1,"[""r532""]","disco duro interno seagate ironwolf - 3.5\"" - 12tb - sata 3 - 7200 rpm",,,0,mxn,0
c76,llm_assisted,1,"[""r539""]",pen drive 3.0 16gb dtig4 kingston bianca/blu,,,7.41,eur,0
