record_id,spec_id,entity_id,source,base_title,base_brand,base_description,base_price,base_priceCurrency,base___title,base___brand,base___model
r1577,source_gamma//73325934,75956,source_gamma,sigma 50mm f/1.4 dg hsm art lens,,,9.4999e2,,sigma 50mm f/1.4 dg hsm art lens,,
r1578,source_alpha//26140067,760884,source_alpha,,,,,sgd,corsair 2x8gb ddr4 3200mhz cl16 vengeance lpx ram (cmk16gx4m2b3200c16) (limited lifetime with local distributor convergent),,
r1579,source_beta//27367265,760884,source_beta,,corsair,"body,img,div img {width: 100%;}corsair vengeance lpx 16gb(2x8gb) 3200mhz ddr4 ram cmk16gx4m2b3200c16rn zelliklerizelliklercas latenscolumn address strobe (cas) latency16rama computer's memory which is directly accessible to the cpu.16 gbdahili hafza tipithe type of internal memory such as ramddr4hafza frekans hzthe frequency at which the memory (e.g. ram) runs.3200 mhz? iin bileenwhat this product is used as a part of (component for).pc / sunucuhafza ekli faktrdesign of the memory e.g. 240-pin dimm288-pin dimmbellek dzeni (modller x boyut)2 x 8 gbgeici bellek tipiunregistered (unbuffered)hafza kanallariftli/drtlzelliklerhafza voltajthe voltage (v) of the memory in the device.1.35 vintel extreme bellek profili (xmp)intel extreme memory profile (xmp) srm2,0spd profilispd hz2133 mhzrn rengithe colour e.g. redsiyah",,try,corsair vengeance lpx 16gb(2x8gb) 3200mhz ddr4 ram cmk16gx4m2b3200c16,corsair,
r1580,source_gamma//31905472,760884,source_gamma,vengeance® lpx 16gb (2 x 8gb) ddr4 dram 3200mhz c16 memory kit - black,,,4.2e2,,vengeance® lpx 16gb (2 x 8gb) ddr4 dram 3200mhz c16 memory kit - black,,
r1581,source_alpha//38178288,760884,source_alpha,,,,,usd,"16gb kit (2 x 8gb) vengeance lpx ddr4 3200mhz, cl16, black, dimm memory",,
r1582,source_beta//39951528,760884,source_beta,,,"designed for high-performance overclocking on intel 100 series motherboardsvengeance lpx memory is designed for high-performance overclocking. the heatspreader is made of pure aluminum for faster heat dissipation, and the eight-layer pcb helps manage heat and provides superior overclocking headroom. each ic is individually screened for performance potential.the ddr4 form factor is optimized for the latest intel 100 series motherboards and offers higher frequencies, greater bandwidth, and lower power consumption than ddr3 modules. vengeance lpx ddr4 modules are compatibility-tested across 100 series motherboards for reliably fast performance. there’s xmp 2.0 support for trouble-free automatic overclocking. and, they’re available in multiple colors to match your motherboard, your components, or just your style.featurescompatibility tested across 100 series motherboards for reliably fast performancepart of our exhaustive testing process includes performance and compatibility testing on most every 100 series motherboard on the market – and a few that aren’t.designed for high-performance overclockingeach vengeance lpx module is built from an eight-layer pcb and highly-screened memory ics. the efficient heat spreader provides effective cooling to improve overclocking potential.pure aluminum heat spreader for faster heat dissipation and cooler operationoverclocking overhead is limited by operating temperature. the unique design of the vengeance lpx heat spreader optimally pulls heat away from the ics and into your system’s cooling path, so you can push it harder.the heat spreader doesn’t just allow vengeance lpx to run better… the aggressive yet refined form factor looks great in showcase systems.xmp 2.0 support for trouble-free, automatic overclockingmanually pushing your dram frequency can be a fun experiment, but sometimes you just want to get maximum performance without the hassle.intel 100 series-based motherboards support the new xmp 2.0 standard, and vengeance lpx dram does, too. turn it on, and it will automatically adjust to the fastest safe speed for your vengeance lpx kit. you’ll get amazing, reliable performance without lockups or other strange behavior.low-profile design fits in smaller spaceswhen the first mini-itx and micro atx motherboards for ddr4 are released, vengeance lpx will be ready. the small form factor makes it ideal for smaller cases or any system where internal space is at a premium.available in multiple colors to match your motherboard or your systemthe best high-performance systems look as good as they run. vengeance lpx is available in several colors to match your motherboard, your other components, your case… or just your favorite color.designed for enthusiasts. backed by corsair.world-famous reliability and performancethere's a reason why world-champion overclockers, extreme gaming enthusiasts and high-end system builders all trust corsair for high-performance memory that they can install with confidence and pride. whether you're breaking your own records or you're simply building a dream gaming rig, you can count on corsair memory.lifetime limited warrantyyour performance investment is protected. all of our memory products are backed by a limited lifetime warranty.the corsair advantagewith a long history of building enthusiast-grade memory and components, we've earned a reputation for quality, compatibility, and performance. need help? we're available by phone call, email or web forum.",,eur,corsair vengeance lpx lpx 16gb ddr4 3200mhz geheugenmodule,,
r1583,source_gamma//47322028,760884,source_gamma,corsair vengeance lpx 16 gb (2x8 gb) ddr4 dram dimm 3200 m hz c16 black heat spreader,,,0.0,,corsair vengeance lpx 16 gb (2x8 gb) ddr4 dram dimm 3200 m hz c16 black heat spreader,corsair,
r1584,source_alpha//17912410,764656,source_alpha,,,,,cad,brother mfc-l2710dw all-in-one wireless laser printer,,
r1585,source_beta//41174280,764656,source_beta,,brother,buy genuine brother mfc-l2710dw mono laser multifunction at crazy low price,,gbp,brother mfc-l2710dw mono laser multifunction,brother,
r1586,source_gamma//45988376,764656,source_gamma,brother mfc-l2710dw compact laser all-in-one with duplex printing with wireless networking - copier/fax/printer/scanner - 32 ppm mono print - 2400 x 600 dpi print - automatic duplex print - 1200 dpi optical scan - 250 sheets input - ethernet - wirele,,,$249.99,,brother mfc-l2710dw compact laser all-in-one with duplex printing with wireless networking - copier/fax/printer/scanner - 32 ppm mono print - 2400 x 600 dpi print - automatic duplex print - 1200 dpi optical scan - 250 sheets input - ethernet - wirele,,
r1587,source_alpha//54829738,764656,source_alpha,,,,,usd,brother monochrome compact laser all-in-one printer with duplex printing and wireless networking,,
r1588,source_beta//56833119,764656,source_beta,,,staples.com: brother mfc-l2710dw compact monochrome laser all-in-one printer with duplex printing and wireless networking with fast and free shipping on select orders.,,usd,brother mfc-l2710dw monochrome all-in-one laser printer,,
r1589,source_gamma//61905253,764656,source_gamma,brother mfc-l2710dw multifunzione laser 1200 x 1200 dpi 30 ppm a4 wi-fi,,,184.49,,brother mfc-l2710dw multifunzione laser 1200 x 1200 dpi 30 ppm a4 wi-fi,,
r1590,source_alpha//11858288,76491423,source_alpha,,,,,eur,casquette new era ny yankees mlb 9fifty cap,,
r1591,source_beta//12959047,76491423,source_beta,,,,,eur,kappe new era ny yankees mlb 9fifty cap,,
r1592,source_gamma//14938274,76491423,source_gamma,cappello new era ny yankees mlb 9fifty cap,,,3.19e1,,cappello new era ny yankees mlb 9fifty cap,,
r1593,source_alpha//206952,76491423,source_alpha,,,,,eur,cap new era ny yankees mlb 9fifty cap,,
r1594,source_beta//29165749,76491423,source_beta,,,,,czk,kšiltovka new era new york yankees mlb 9fifty,,
r1595,source_gamma//40336134,76491423,source_gamma,šilterica new era ny yankees mlb 9fifty cap,,,239,,šilterica new era ny yankees mlb 9fifty cap,,
r1596,source_alpha//14200026,779562,source_alpha,,,,,inr,intel core i7-9700f processor 3 ghz box 12 mb smart cache,intel,
r1597,source_beta//23767510,779562,source_beta,,,intel core i7-9700f octa core 3.0ghz 12mb sk1151 box,,eur,intel core i7-9700f octa core 3.0ghz 12mb sk1151 box,,
r1598,source_gamma//27468857,779562,source_gamma,intel core i7 9700f 9th gen desktop processor/cpu retail - no igpu,,,292.99,,intel core i7 9700f 9th gen desktop processor/cpu retail - no igpu,intel,
r1599,source_alpha//28603694,779562,source_alpha,,,,,usd,intel - core i7-9700f 9th generation 8-core - 8-threads 3.0 ghz (4.7 ghz turbo) socket lga 2066 locked desktop processor,,
r1600,source_beta//3335799,779562,source_beta,,,,,eur,intel cpu core i7 9700f (1151/3 ghz/12 mb),,
r1601,source_gamma//51385541,779562,source_gamma,intel core i7 9700f coffee lake refresh eight core 3.0 ghz 1151,,,399.00,,intel core i7 9700f coffee lake refresh eight core 3.0 ghz 1151,,
r1602,source_alpha//10066470,782402,source_alpha,,,,,gbp,msi mpg z490 gaming edge wifi lga1200 z490 chipset atx motherboard,msi,
r1603,source_beta//17394901,782402,source_beta,,,"lga1200, atx, z490, ddr4, 2x m.2, wifi 6",,dkk,msi mpg z490 gaming edge wifi bundkort,,
r1604,source_gamma//17679418,782402,source_gamma,msi mpg z490 gaming edge wi-fi atx - motherboard,,,,,msi mpg z490 gaming edge wi-fi atx - motherboard,msi,
r1605,source_alpha//26762253,782402,source_alpha,,,,,eur,msi mpg z490 gaming edge wifi lga 1200 atx intel z490,msi,
r1606,source_beta//30535445,782402,source_beta,,,"mpg z490 gaming edge wifi, intel® z490 chipset, lga 1200, dp, atx motherboard",,usd,"mpg z490 gaming edge wifi, intel® z490 chipset, lga 1200, dp, atx motherboard",,
r1607,source_gamma//33534818,782402,source_gamma,msi mpg z490 gaming edge wifi,,,2186.55,,msi mpg z490 gaming edge wifi,,
r1608,source_alpha//19093528,784271,source_alpha,,,,,eur,sram chain pc-1031 x5/apex 10speed,,
r1609,source_beta//24445141,784271,source_beta,,,sram pc-1031 10 speed chain w/powerlock 114 linkssram's most affordable ten speed chain offers most of the strength and all of the shifting performance of other models. for all road and mtb drive trains.powerlock non-reusable connecting link is includedcompatible with sram and shimano 10-speed drive trains,,usd,sram pc-1031 10 speed chain w/powerlock 114 links,,
r1610,source_gamma//28636625,784271,source_gamma,sram pc-1031 chain - 10sp,,,295.00,,sram pc-1031 chain - 10sp,,
r1611,source_alpha//3537222,784271,source_alpha,,,,,cad,"sram, pc-1031, 10sp chain, 114 links, powerlock",,
r1612,source_beta//41782299,784271,source_beta,,,"sram's super narrow 10-speed powerchain features the powerlock connecting link the only secure toolless attachment device for a sub 6mm chain in today's market. the sram pc-1031 chains feature our solid rivet pin construction.specifications:compat - speed (cn) 10schain length (links): 114 linkscolour - outer link: grey, silvercolour - inner link: greychain connector: powerlockinner link finish: polishedouter link finish: nickel, polishedpin variant: solid pinpin treatment: chrome hardenedsku:psasr0007sram part referencechpx13 =92.2711.114.105 (1 chain)chpx13e =92.2711.114.116 (25 chains)",,gbp,sram pc 1031 10 speed 114 links,,
r1613,source_gamma//4465979,784271,source_gamma,sram sram pc-1031 10 speed chainw/powerlock 114 links,,,21.00,,sram sram pc-1031 10 speed chainw/powerlock 114 links,sram,
r1614,source_alpha//21390817,784833,source_alpha,,,,,eur,"gigabyte aorus geforce rtx 2080 ti xtreme, 11 go",,
r1615,source_beta//21748907,784833,source_beta,,,"gigabyte geforce rtx 2080 ti xtreme (base:1350mhz,boost:1770mhz), 11gb gddr6 (14140mhz), pci-e 3.0, 3x displayport 1.4, 3x hdmi 2.0b, usb type-c, rgb fusion 2.0",,aud,"gigabyte geforce rtx 2080 ti xtreme (base:1350mhz,boost:1770mhz), 11gb gddr6 (14140mhz), pci-e 3.0, 3x displayport 1.4, 3x hdmi 2.0b, usb type-c, rgb fusion 2.0",,
r1616,source_gamma//3463117,784833,source_gamma,"gigabyte geforce® rtx 2080 ti, 11gb, aoru",,,"€1.229,00",,"gigabyte geforce® rtx 2080 ti, 11gb, aoru",gigabyte,
r1617,source_alpha//36157293,784833,source_alpha,,,,,eur,gigabyte rtx2080 ti aorus xtreme11gb gddr6 hdmi 3xdp usb-c,,
r1618,source_beta//38201536,784833,source_beta,,gigabyte,"aorus geforce® rtx 2080 ti xtreme 11gfeaturespowered by geforce® rtx 2080 ti integrated with 11gb gddr6 352-bit memory interface windforce stack 3x 100mm fan cooling system with rgb light reinvented 7 video outputs metal back plate with rgb aorus logo illumination built for extreme overclocking 16+3 power phases 4 years warranty (online registration required)technical specificationsgraphics processing geforce® rtx 2080 ticore clock n/acuda® cores 4352memory clock n/amemory size 11 gbmemory type gddr6memory bus 352 bitmemory bandwidth (gb/sec) 616 gb/scard bus pci-e 3.0 x 16digital max. resolution 7680 x 4320@60hzmulti-view 4card size (l x w x h) 290 x 134.31 x 59.9 mmpcb form atxdirectx 12opengl 4.5recommended psu 750w ( with two 8-pin external power connector)i/o displayport 1.4 x3, hdmi 2.0b x3, usb type-c ™ (support virtuallinktm) x1sli support 2-way nvidia nvlinktmaccessories 1. aorus vga holder2. aorus metal sticker3. quick guide4. 4-year warranty registration5. i/o guide6. driver cd.",,eur,"gigabyte vga nvidia geforce rtx 2080 ti aorus xtreme 11g, 11gb gddr6, 3xhdmi, 3xdp, 1xusb-c",gigabyte,
r1619,source_gamma//44884689,784833,source_gamma,gigabyte aorus geforce rtx™ 2080 ti xtreme 11g,,,108000,,gigabyte aorus geforce rtx™ 2080 ti xtreme 11g,gigabyte,
r1620,source_alpha//21670568,788533,source_alpha,,,,,usd,ubiquiti unifi video camera g4 pro (uvc-g4-pro),ubiquiti,
r1621,source_beta//25695113,788533,source_beta,,,,,ghs,"uvc-g4-proubiquiti professional indoor/outdoor, 4k video, 3x optical zoom, and poe support",,
r1622,source_gamma//35876362,788533,source_gamma,ubiquiti unifi video camera g4 4k pro,,,437,,ubiquiti unifi video camera g4 4k pro,,
r1623,source_alpha//44517360,788533,source_alpha,,,,,gbp,"ubiquiti unifi uvc-g4-pro 8 megapixel network camerabullet - h.264 - 3840 x 2160 - 3x optical - os08a20 - wall mount, ceiling mount, pole mount",,
r1624,source_beta//50250903,788533,source_beta,,ubiquiti,,,nok,ubiquiti unifi protect uvc-g4-pro,ubiquiti,
r1625,source_gamma//55104249,788533,source_gamma,ubiquiti unifi protect g4-pro camera (uvc-g4-pro),,,520.11,,ubiquiti unifi protect g4-pro camera (uvc-g4-pro),ubiquiti networks,
r1626,source_alpha//15678457,79866,source_alpha,,,,,aud,"corsair crystal 570x rgb mid-tower white atx case, t/g windows, no psu",,
r1627,source_beta//33473348,79866,source_beta,,,"specificationcase dimensions480mm (l) x 234mm (w) x 512mm (h)maximum gpu length370mmmaximum psu length225mmmaximum cpu cooler height170mmcase expansion slots7case drive bays(x2) 3.5in (x2) 2.5incase form factormid-towercase windowedtempered glasscase warrantytwo yearsicue enablednocase materialsteelradiator compatibility120mm; 240mm; 360mmcompatible corsair liquid coolersh55, h60, h75, h80i, h90, h100i, h105, h110case power supplyatx (not included)lightingrgbcase drive bays 3.5\""2case drive bays 2.5\""2package contents:- crystal series 570x rgb atx mid-tower case- accessory kit- quick start guide",,aed,crystal series 570x rgb atx mid-tower case — white,,
r1628,source_gamma//36762282,79866,source_gamma,corsair crystal series 570x rgb white atx,,,189,,corsair crystal series 570x rgb white atx,,
r1629,source_alpha//52425202,79866,source_alpha,,,,,cad,"corsair crystal series 570x rgb tempered glass,premium atx mid-tower case, white",,
r1630,source_beta//56379271,79866,source_beta,,,"vifter: 3x 120mm rgb led front, atx, matx, mitx",,nok,corsair crystal 570x rgb midi tower hvit,,
r1631,source_gamma//63080272,79866,source_gamma,corsair 570x rgb 3x 120mm rgb led fan atx gaming case white trim | discount computer needs,,,499.00,,corsair 570x rgb 3x 120mm rgb led fan atx gaming case white trim | discount computer needs,,
r1632,source_alpha//13546282,800940,source_alpha,,,,,gbp,evans emad 20in clear bass drum head,,
r1633,source_beta//17824558,800940,source_beta,,,"(item: 019954935016)evans bd20emad 20\"" emad batter bass drumhead clear:emad -- externally mounted adjustable damping bass drumheadthe emad comes with 2 dampening rings, each of which affects the head's sound and pedal response. this external system not only maximizes natural attack characteristics and offers tremendous dynamic range (even at low dynamic levels where other damping systems fall short), it also allows quick, easy adjustments -- without having to remove the head from the drum. this unique feature is extremely valuable, especially during recording sessions.configuration: clear, plastic damping sleeve on external side holds 1/2 in. thick foam damping rings (included -- choice of 1/2 in. or 1-1/2 in. wide)thickness: single ply (10 mil)sound: aggressive attack, moderately or extremely focused (player's choice)resonance: warm, tremendous low endapplication: general use, all applications",,usd,"evans bd20emad 20\"" emad batter bass drumhead clear",,
r1634,source_gamma//18500821,800940,source_gamma,evans 20” emad clear bass drum head,,,47.99,,evans 20” emad clear bass drum head,,
r1635,source_alpha//21071771,800940,source_alpha,,,,,aud,evans 20 emad bass drum head clear,,
r1636,source_beta//33453124,800940,source_beta,,evans,,,cad,"evans 20"" emad batter clear",evans,
r1637,source_gamma//435472,800940,source_gamma,evans emad clear bass drum head 20 inch,,,46.06,,evans emad clear bass drum head 20 inch,,
r1638,source_alpha//112804,80156,source_alpha,,,,,,asus rog strix x570-f gaming (am4) (d) (90mb1160-m0eay0),asus,
r1639,source_beta//24424619,80156,source_beta,,asus,,,,"rog strix x570-f gaming, mainboard",asus,
r1640,source_gamma//31177536,80156,source_gamma,asus rog strix x570-f gaming,,,305.00,,asus rog strix x570-f gaming,,
r1641,source_alpha//31886989,80156,source_alpha,,,,,,asus rog strix x570-f gaming atx - motherboard,asus,
r1642,source_beta//46090644,80156,source_beta,,,"emolevy, atx, amd am4 socket, amd x570, 2 x pci-express 4.0 x16, dual ddr4-3200 - 4 x dimm slots, 8 x sata-600 / 2 x m.2 pci-express 4.0 (2242 / 2260 / 2280), usb 3.2 gen 2 type a & c, displayport / hdmi (tukee 4k) yhteys, intel i211-at gigabit lan, amd radeon graphics tuki (cpu tarvitaan), realtek s1220a hd audio (8-kanavat), tukee sli / crossfirex",,dkk,asus rog strix x570-f gaming emolevy - amd x570 - amd am4 socket - ddr4 ram - atx,,
r1643,source_gamma//50155742,80156,source_gamma,asus rog strix x570-f gaming scheda madre presa am4 atx amd x570,,,361.37,,asus rog strix x570-f gaming scheda madre presa am4 atx amd x570,,
r1644,source_alpha//11896681,819981,source_alpha,,,,,aud,audio-technica ath-m40x professional monitor headphones (black),,
r1645,source_beta//13663229,819981,source_beta,,audio technica,"audio technica ath-m40x 3.5mm (1/8 inch), headband/on-ear, black",,eur,"audio technica ath-m40x 3.5mm (1/8 inch), headband/on-ear, black",audio technica,
r1646,source_gamma//2354189,819981,source_gamma,audio-technica ath-m40x monitor headphones (black),,,99.00,,audio-technica ath-m40x monitor headphones (black),,
r1647,source_alpha//32940682,819981,source_alpha,,,,,usd,audio technica athm40x professional monitor headphones,,
r1648,source_beta//35887022,819981,source_beta,,,,,eur,headset audio-technica ath-m40x,,
r1649,source_gamma//44005128,819981,source_gamma,audio technica ath-m40 xauricular,,,,,audio technica ath-m40 xauricular,audio technica,
r1650,source_alpha//34299314,825476,source_alpha,,,,,cad,"epson t636a00 orange 700ml ultrachrome hdr ink cartridge for sp7900, 9900",,
r1651,source_beta//53107941,825476,source_beta,,epson,,,,cartus inkjet original capacitate mare orange epson t636a - (c13t636a00),epson,
r1652,source_gamma//59521817,825476,source_gamma,epson ultrachrome t636a ink cartridge - orange,,,281.18,,epson ultrachrome t636a ink cartridge - orange,epson,
r1653,source_alpha//67907129,825476,source_alpha,,,,,,epson orange ultrachrome hdr 700ml,,
r1654,source_beta//74224057,825476,source_beta,,epson,stylus pro 7900 / 9900...,,eur,epson t636 orange 700 ml,epson,
r1655,source_gamma//7894155,825476,source_gamma,"epson orange ultrachrome hdr ink, 700mlfor 7900 / 9900",,,279.90,,"epson orange ultrachrome hdr ink, 700mlfor 7900 / 9900",epson,
r1656,source_alpha//18351112,833964,source_alpha,,,,,eur,"epson tinte t6368 matt black ultrachrome hdr, 700 ml",epson,
r1657,source_beta//19465233,833964,source_beta,,,,,cad,"epson t636800 matte black 700ml ultrachrome hdr ink cartridge for sp7900, 9900, 7890, 9890",,
r1658,source_gamma//19676474,833964,source_gamma,epson ultrachrome t6368 ink cartridge - matte black,,,281.18,,epson ultrachrome t6368 ink cartridge - matte black,epson,
r1659,source_alpha//23007161,833964,source_alpha,,,,,eur,epson tinte matte schwarz 700ml f. 7900/9900,epson,
r1660,source_beta//28161805,833964,source_beta,,epson,,,nok,epson blekk matt svart ultrachrome hdr - pro 7900,epson,
r1661,source_gamma//37590384,833964,source_gamma,genuine epson c13t636800 matte black high capacity ink cartridge (t6368mbkhoem),,,275.99,,genuine epson c13t636800 matte black high capacity ink cartridge (t6368mbkhoem),epson,
r1662,source_alpha//16398395,84984,source_alpha,,,,,usd,6tb - seagate enterprise ironwolf pro sata - st6000ne000,,
r1663,source_beta//16623046,84984,source_beta,,,,,zar,seagate 6tb 3.5 ironwolf pro nas hdd 256mb cache,,
r1664,source_gamma//18480165,84984,source_gamma,seagate 6tb 7200rpm sata-600 256mb nas hdd st6000ne000,,,81096,,seagate 6tb 7200rpm sata-600 256mb nas hdd st6000ne000,,
r1665,source_alpha//42128318,84984,source_alpha,,,,,nok,"seagate ironwolf pro 6tb 3,5"" nas hdd",,
r1666,source_beta//43547655,84984,source_beta,,seagate,"product informationtough. ready. scalablefor everything nas, there's ironwolf and ironwolf pro. always on and always working, ironwolf is enhanced with agilearray technology for optimal reliability and system agility. multi-user technology and extreme workload rates allow ironwolf to perform and scale up with your enterprise.ironwolf + the power of agilearray- nas-optimised hard drive for the best-possible user experience- ironwolf health management in compatible nas1 systems continuously helps to safeguard the health of your data- drive balance with rotational vibration (rv) sensors manage multi-bay vibration for long-term consistent performance and reliability- raid performance optimised that maximises responsiveness and uptime with nas-aware error recovery control- advanced power management saves energy and delivers the right power at the right timeactively protect your data with ironwolf health management in popular and enabled nasironwolf health management is designed to operate on compatible nas systems such as synology and asustor. populated with supported ironwolf or ironwolf pro hdds it improves the overall system reliability by displaying actionable prevention, intervention or recovery options for the user.multi-bay and nas-ready with built-in rv sensorfirst in its class, ironwolf drives are equipped with rv sensors on high capacity drives to maintain performance in multi-bay nas enclosures. rv sensors on ironwolf pro come standard, helping business and creative pros to have consistent performance for years to come.do more with multi-user optimisationdo more with your nas with multi-user optimisation. enabling user workloads of up to 180 tb/year on ironwolf and 300 tb/year with ironwolf pro, multiple users can confidently upload and download data to a nas server. whether you're a creative pro or a small business, ironwolf is on your side.ironwolf pro comes with 2-year rescue data recovery serviceyour data is important and a rescue plan provides peace of mind in case of unexpected data loss due to accidents or mechanical damage.the rescue plan gives you access to a global team of world-class data recovery experts.purchase and register an ironwolf pro drive to activate your included rescue plan and you are covered for 2 years. extended coverage options available at registration.be creative anywhere with ironwolf and your nasextensible and reliable storage helps keep you and your creative business on schedule. ironwolf and ironwolf pro are great companions for your nas for 24×7 remote access, backups and file sharing from anywhere, making sharing ideas easy. for growing agencies and the need for more storage, ironwolf and ironwolf pro are built to address nas scalability challenges.grow your business nasa thriving small business needs storage that can thrive with it. ironwolf is optimised for nas in multi-raid environments that not only the vibration, but also handle the high user workload rate in a high data traffic network. enter multi-user technology — up to 180 tb/yr for ironwolf, up to 300 tb/yr for ironwolf pro.dominate the mediabuild your home nas media empire with ironwolf hdds. ironwolf and ironwolf pro lead the class in storage capacity with drives as large as 12 tb, and the performance needed to run high definition content with your nas. store thousands of full-length hd films and even more photographs on your private server. think of it as your home cloud.show more;",,gbp,"seagate ironwolf pro 6tb 3.5\"" 7200rpm 256mb cache internal nas hard drive",seagate,
r1667,source_gamma//51670299,84984,source_gamma,"hdd: 6 tb (3.5\"") 7200 seagate ironwolf pro sata iii 256mb (st6000ne000)",,,,,"hdd: 6 tb (3.5\"") 7200 seagate ironwolf pro sata iii 256mb (st6000ne000)",seagate,
r1668,source_alpha//1374896,854253,source_alpha,,,,,pln,kingston microsdxc canvas select 128gb 80r/10w class 10 uhs-i,,
r1669,source_beta//14864012,854253,source_beta,,,micro sd - 128gb class10 + adattatore - kingston sdcs/128gb,,eur,micro sd - 128gb class10 + adattatore - kingston sdcs/128gb,,
r1670,source_gamma//20278553,854253,source_gamma,thẻ nhớ kingston canvas select 128gb microshdc uhs-i class 10 + sd adapter (sdcs/128gb),,,0,,thẻ nhớ kingston canvas select 128gb microshdc uhs-i class 10 + sd adapter (sdcs/128gb),kingston,
r1671,source_alpha//31210232,854253,source_alpha,,,,,eur,kingston microsdhc 128gb canvas select 80r cl10 uhs-i card + sd adaptador,kingston,
r1672,source_beta//40125777,854253,source_beta,,kingston technology,memoire micro sdhc kingston technology canvas select- 128go microsdxc uhs-i classe 10 mémoire flash,,eur,memoire micro sdhc kingston technology canvas select,kingston technology,
r1673,source_gamma//47070583,854253,source_gamma,kingston digital canvas select 128gb microsd card w/ adapter (sdcs-128gb),,,,,kingston digital canvas select 128gb microsd card w/ adapter (sdcs-128gb),kingston digital,
r1674,source_alpha//31168523,871465,source_alpha,,,,,,"logitech b100 usb mouse precision optical 800dpi mac, laptop or pc etc - black",logitech,
r1675,source_beta//39801058,871465,source_beta,,,"the comfortable, lower-profile shape feels good in either hand—even after a long day of work. you’ll enjoy smooth, precise cursor control that lets you edit documents and navigate the web more efficiently. it works right out of the box—you just plug it into your usb port and you’re ready for business.",,eur,wired mouse desktop 3-button black,,
r1676,source_gamma//43342720,871465,source_gamma,logitech optical mouse usb b100,,,9.00,,logitech optical mouse usb b100,,
r1677,source_alpha//45912196,871465,source_alpha,,,,,eur,"mouse logitech \""b100 mouse black usb\"" 3 tasti 800dpi oem",,
r1678,source_beta//46774987,871465,source_beta,,,"left-handed or right, you can work comfortably all day long with this ambidextrous mouse you're in control with smooth, responsive optical tracking that moves the cursor just where you want it this plug-and-play mouse is simple to set up-you just plug it in to your usb and get back to business.",,gbp,logitech b100 optical usb mouse (black),,
r1679,source_gamma//48021891,871465,source_gamma,logitech mouse b100 mouse black usb 3 tasti 800dpi oem,,,4.92,,logitech mouse b100 mouse black usb 3 tasti 800dpi oem,,
r1680,source_alpha//10373250,877442,source_alpha,,,,,brl,access point tp-link 450mbps tl-wa901nd wireless,tp-link,
r1681,source_beta//25592705,877442,source_beta,,tp-link,,,sek,tp-link tl-wa901nd max range 300mbps access point,tp-link,
r1682,source_gamma//30649194,877442,source_gamma,tp-link 450mbps wireless n access point,,,37.95,,tp-link 450mbps wireless n access point,tp-link,
r1683,source_alpha//32154772,877442,source_alpha,,,,,eur,tp-link wireless access point (tl-wa901nd),tp-link,
r1684,source_beta//36967853,877442,source_beta,,,,,,"tp-link, tl-wa901nd 300mbps 802.11b/g/n wireless accesspoint",,
r1685,source_gamma//3775981,877442,source_gamma,access point wifi n 450mbps via poe tp-link tl-wa901nd,,,"53,00 €",,access point wifi n 450mbps via poe tp-link tl-wa901nd,,
r1686,source_alpha//23069587,877694,source_alpha,,,,,eur,hikvision ds-3e0105p-e switch,,
r1687,source_beta//33319876,877694,source_beta,,,,,eur,"hikvision switch poe - ds-3e0105p-e (4 port 100mbps, 58w, 1 uplink port, l2)",,
r1688,source_gamma//36013113,877694,source_gamma,"hik 4-port poe switch, 1 uplink ds-3e0105p-e",,,0.00,,"hik 4-port poe switch, 1 uplink ds-3e0105p-e",,
r1689,source_alpha//64534005,877694,source_alpha,,,,,aud,"hikvision 4 port unmanaged poe switch,1*100m uplink [ds-3e0105p-e]",,
r1690,source_beta//69434371,877694,source_beta,,,"the hikvision ds-3e0105p-e is a network switch poe. with a 100mbps port and 4 10/100mbps power over ethernet ports, hikvision's unique ds-3e0105p-e switch is a high-powered solution. it offers a simple no configuration setup, automated detection, and compliant energy input capabilities for consistent results. by providing a robust extended transmission mode, the unmanaged poe switch delivers optimal speeds of 10mbps across longer ranges (up to 250 meters). featureslayer 2 unmanaged poe switch4x 10/100mbps ethernet ports1x 100mbps uplinkieee 802.3af or 802.3at poe standard802.3af or 802.3at132 mm x 93.3 mm x 27.6 mmpower: 51 vdc, 63 watts max (psu included)operating temperature: 0 - 40cspecificationsportsnetwork ports:5poe port:4,10/100mbpsrj45portsuplink port:1,100methernetportstandardnetwork protocol:ieee802.3,802.3u,802.3x,802.3af,802.3atperformanceswitching capacity:1gbpsmax. forwarding rate:0.74mppshigh priority ports:port1forwarding mode:store-and-forwardmac address table:1kflow control:ieee802.3xfullduplexpower over ethernetpoe standard:ieee802.3af,ieee802.3atpoe power budget:58wworking mode:extendon:250m,10m,cat5eextendoff:100mgeneralpower supply:51vdc,1.25apower consumption:≤63wsurge protection:4kvworking temperature:temperature:0℃-40℃working humidity:humidity:10%-90%,non-condensingstorage temperature:temperature:-40℃-70℃storage humidity:humidity:5%-90%,non-condensingweight:0.299kgdimension:132mm*93.3mm*27.6mmdownloadsds-3e0105p-e_datasheet.pdf",,aud,hikvision ds-3e0105p-e poe network switch,,
r1691,source_gamma//71489433,877694,source_gamma,hikvision 4 port poe switch unmanaged ref: ds-3e0105p-e,,,37.398553,,hikvision 4 port poe switch unmanaged ref: ds-3e0105p-e,,
